Incidente_Tipo;Incidente_ID;FECHA;Incidente_Hora;Incidente_Título;Incidente_Desc;Incidente_Severidad_Real;Incidente_Severidad_Potencial;Incidente_Relación_Laboral;Incidente_Registrabilidad_Desc;Investigación_Obligatoria;Activo_Empresa_Contratista;Vehiculo_Desc;Incidente_UT;Activo_Ubicación_Técnica;Incidente_Lugar;Activo_Descripción;Activo_Patente;Activo_Modelo;Activo_Marca;Activo_ID;Activo_Area;DESC_CLASE_DE_DAÑO_VEHICULAR;INCIDENTE_CONSECUENCIA_POTENCIAL;INCIDENTE_PRECURSOR;Incidente_ReglaOro;SEGMENTO;UBIC_TECNICA_NIVEL1;UBIC_TECNICA_NIVEL2;UBIC_TECNICA_NIVEL3;Función;Gerencia;SECTOR;SUBSECTOR;Incidente_ZZLATITUD_GMS_GRAD;Incidente_ZZLATITUD_GMS_MIN;Incidente_ZZLATITUD_GMS_SEG;Incidente_ZZLONGITUD_GMS_GRAD;Incidente_ZZLONGITUD_GMS_MIN;Incidente_ZZLONGITUD_GMS_SEG;Persona_Responsable;Persona_Rol
INSTALACIONES;122508;14/10/2021;13:00:00;ACas 2021-10-14-OPC-Cuasi Inst./Equipos-Trailer sin arrostramiento adecuado-PLP;Se observa tráiler desplazado por fuertes vientos. Con riesgo de vuelco por no poseer el arriostramiento según cálculo. Se da aviso al coordinador y supervisores de proyectos.;6;5;No Laboral;2: No Registrable;;PLP SERVICIOS SRL;;AGUADA DE CASTRO;;Pozo ACas x-1;Trailer;;;; ;AR73;;ATRAPAMIENTO DE PARTES DE CUERPO;Falta de fijación de componentes estruc.;No aplica;Upstream;Neuquen;DZ;ADC;OTROS;NQN-OPC;NO APLICA;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;5090;22/03/2019;13:40:00;ACas 2019-03-22-INST-O&M-Perdida por erosión interna-Rakiduamn;"Durante operación de purgado de desarenador de alta presión se produce fuga por erosión interna en línea de purga de 3”, se procede al cierre de la válvula de forma remota y se controla fuga.No se registran lesiones personales";5;5;X;1: Registrable;;;;AGUADA DE CASTRO;;Locación pozo ACas 102(h);;;;;;;;; ;Aislamiento de energías;Upstream;Neuquen;DZ;ADC;PRODUCCIÓN & MANTENIMIENTO;NQN-INGENIERIA DE PRODUCCION Y SERVICIO DE POZOS;INGENIERIA DE PRODUCCION Y SERVICIO DE POZOS;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;44916;04/05/2020;00:57:00;APO 2020-05-03-INST-O&M-Desprendimiento parcial de tubing del line break-PAE;Se desconecto parcialmente liner de la line break de boca de pozo. Se activa el pulsador de emergencia cerrando el pozo. No hubo heridos;5;5;X;1: Registrable;;PAN AMERICAN ENERGY, S.L., SUC. ARG;;AGUADA DE CASTRO;;Pozo  ACas 103;POZO ACAS-103(h);;;;?0100000000000099499;AR73;;; ;Aislamiento de energías;Upstream;Neuquen;DZ;ADC;PRODUCCIÓN & MANTENIMIENTO;NQN-OPERACIONES;BATERIAS / POZOS;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;49211;25/06/2020;23:30:00;ACA 2020-06-25-INST-O&M-Fuga en empaquetadura-Rakiduamn;"Fuga de gas en empaquetadura del vastastago de válvula manifold, pozo ACA 103
";5;4;X;1: Registrable;;;;AGUADA DE CASTRO;;APO – Pozo ACA 103;;;;;;;;; ; ;Upstream;Neuquen;DZ;ADC;PRODUCCIÓN & MANTENIMIENTO;NQN-OPERACIONES;BATERIAS / POZOS;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;4738;09/02/2019;21:00:00;ACas 2019-02-09-INST-S&PC-Caida de rollos de manguera de semirremolque-PLP;En tránsito por camino de acceso a toma de agua norte se rompe una faja de sujeción de carga lo que provoca la caída de rollos de manguera para transferencia de agua del semirremolque, no se registran lesiones personales, daños materiales menores;5;5;X;1: Registrable;;Pan American Energy LLC - Suc. Arge;;AGUADA DE CASTRO; ;Camino de acceso toma norte;Rollos de manguera de agua;;;; ;;;; ;Caída de objetos;Upstream;Neuquen;DZ;ADC;OTROS;NQN-OPC;OPC;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;4708;06/02/2019;06:20:00;ACas 2019-02-06-Inst-O&M-Fugas de gas por erosion interna-Rakiduamn;"En limpieza de pozo se produce fuga de gas en manifold de equipo de clean-up por erosión interna de orificio y porta orificio, operadores proceden al cierre del pozo y aislar zona de perdida.
No se registran lesiones personales
";5;5;X;1: Registrable;;Pan American Energy LLC - Suc. Arge;;AGUADA DE CASTRO;;Locación pozo ACas-101;POZOS;;;;?0100000000000073958;AR73;;; ;Aislamiento de energías;Upstream;Neuquen;DZ;ADC;PRODUCCIÓN & MANTENIMIENTO;NQN-INGENIERIA DE PRODUCCION Y SERVICIO DE POZOS;INGENIERIA DE PRODUCCION Y SERVICIO DE POZOS;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;98524;03/06/2021;13:00:00;"APO 2021-06-03-GPI-CVM Ex.-Caida de caño de 6"" en traslado-PLP";Camión hidro-grua dominio PJO-036, Interno P-02 de la Subcontratista El Nuevo Faro, se encontraba realizando trasporte de cañería  6” de A°C, por Ruta Provincial N°1, al llegar a la altura del cerro Chihuidos, pierde parte de la carga que trasportaba, el operador del equipo,  no se percata de lo sucedido, y continua su viaje hasta el obrador de PLP ubicado en ACAS.;6;6;X;3: Excepción;;PLP SERVICIOS SRL;;AGUADA DE CASTRO;;Ruta Provincial N°01 -  a 3 Km de Chihuido;Camión Dominio PJO-036;PJO-036; ; ; ;;Otros;COLISIÓN DE VEHÍCULO; ;Seguridad vehicular;Upstream;Neuquen;DZ;ADC;CONSTRUCCIÓN;NQN-OBRAS & CONSTRUCCIONES;OBRAS & CONSTRUCCIONES;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;35204;10/02/2020;14:30:00;Rotura de contenedor;"Durante la tarea de recambio de contenedor en la zaranda secundaria de locación seca, el operario al levantar contendor observa que se derrame de lodo, baja el mismo y observa rajadura 30 centímetros entre base y pared de contenedor.-Se comenzó con las tareas de limpieza y saneamiento.-";;;;;;;;AGUADA DE CASTRO;;Locación Seca - ACas 103 (h);;;;;;;;; ; ;Upstream;Neuquen;DZ;ADC;Sin Asignar;NQN-DRILLING & COMPLETION;DRILLING & COMPLETION;PERFORACION;0;0;0;0;0;0;;
INSTALACIONES;36218;19/02/2020;00:45:00;ACas 2020-02-18-INST-D&C-Rotura de perno de cuña-DLS 161;"Sacando herramienta en 4034 mts, barra de sondeo N° 157, al asentar herramienta sobre cuña la misma se corre y se observa que se sale parte del perno de sujeción de uno de los cuerpos de la cuña (3 cuerpos para barra de 5"").-Solo se produce daño material.-";5;5;X;1: Registrable;;DLS ARGENTINA LIMITED SUCURSAL;;AGUADA DE CASTRO; ;Boca de pozo - ACas 103 (h);Perno de cuña - DLS 161;;;; ;;;; ; ;Upstream;Neuquen;DZ;ADC;PERFORACIÓN & WO;NQN-DRILLING & COMPLETION;DRILLING & COMPLETION;PERFORACION;0;0;0;0;0;0;;
INSTALACIONES;5358;09/04/2019;17:00:00;ACas 2019-04-09-INST-O&M-Activación de PSV filtro arena-Rakiduamn;"En operación de PEM de pozos por filtro de arena aguas debajo de choke se activa la PSV del equipo, se detiene la operación, se cambia PSV y se continúa con maniobra.La PSV retirada de baja a calibración/mantenimiento.No se registran lesiones personales";5;5;X;1: Registrable;;;;AGUADA DE CASTRO;;Locación pozos ACas 101/102;;;;;;;;; ; ;Upstream;Neuquen;DZ;ADC;PRODUCCIÓN & MANTENIMIENTO;NQN-INGENIERIA DE PRODUCCION Y SERVICIO DE POZOS;INGENIERIA DE PRODUCCION Y SERVICIO DE POZOS;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;5824;21/05/2019;12:30:00;ACas 2019-05-21-INST-O&M-Fuga de fluido por erosión en valvula-PAE;"Por erosión interna en cuerpo de válvula LV de línea de descarga de líquidos de separador se produce una fuga de fluido a atmósfera, se procede al cierre del pozo y aislar equipoNo se registran lesiones personales";5;5;X;1: Registrable;;Pan American Energy LLC - Suc. Arge;;AGUADA DE CASTRO; ;MT04 Pozo ACas101(h);Válvula LV linea de descarga de líquidos;;;; ;;;; ;Aislamiento de energías;Upstream;Neuquen;DZ;ADC;PRODUCCIÓN & MANTENIMIENTO;NQN-OPERACIONES;BATERIAS / POZOS;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;165543;24/06/2022;13:30:00;ACA 2022-06-24-O&M-CVM O 8 NR-Colisión lateral por persdida de adherencia-MPSA;Pick up Interno 6-663, conducida por Quijada Gabriel, circulaba por camino interno y al llegar a una curva se encuentra con un camión cruzado en la calzada, comienza a frenar y se desliza hacia el otro vehículo impactando la óptica trasera izquierda con el guardabarro del camión. Se activa rol de llamadas;58;5-8;X;2: No Registrable;;MANPETROL S.A.;;AGUADA DE CASTRO;;Cercanias al Pozo ACas -103;PICK UP INTERNO 6-663; ; ; ; ;;Colisión lateral;; ;Seguridad vehicular;Upstream;Neuquen;DZ;ADC;PRODUCCIÓN & MANTENIMIENTO;NQN-OPERACIONES;BATERIAS / POZOS;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;74980;16/01/2021;16:30:00;APO 2021-01-16-O&M-INST-Fuga de gas en linea de entrada separador-PAE;"El recorredor observa en el separador una perdida por la rosca en en linea de 3/4 "" de entrada del separador.";5;4;X;1: Registrable;;PAN AMERICAN ENERGY, S.L., SUC. ARG;;AGUADA DE CASTRO;?0100000000000076514;MT ACas;SEPARADOR TRIFASICO V-201 APO.X-201(H);;;;000000001000146033;;;DERRAME; ;No aplica;Upstream;Neuquen;DZ;ADC;PRODUCCIÓN & MANTENIMIENTO;NQN-OPERACIONES;BATERIAS / POZOS;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;7166;23/09/2019;20:20:00;ACas 2019-09-23-INST-O&M-Perdida de fluido por erosion interna de valvula-PAE;"Por erosión interna del cuerpo de la válvula de by pass de línea de salida de agua del separador de la MT del pozo ACas 102 se produce una fuga menor de fluido.Se procede al cierre del pozo y aislar la zona de perdida";5;5;X;1: Registrable;; ;;AGUADA DE CASTRO;;Separador V-202 MT04;Valvula bypass linea descarga de agua;;;; ;AR73;;; ;Aislamiento de energías;Upstream;Neuquen;DZ;ADC;PRODUCCIÓN & MANTENIMIENTO;NQN-OPERACIONES;BATERIAS / POZOS;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;5365;10/04/2019;16:40:00;ACas 2019-04-10-INST-O&M-Fuga menor de gas por cordón de soldadura-PAE;"Con el hookup finalizado y el pozo en producción se detecta una fuga menor por con cordón de soldadura en la brida de transición entre árbol de producción y flowline.Se procede al cierre del pozo, despresurizar línea y aislar el tramo.No se registran lesiones personales";5;5;X;1: Registrable;;Pan American Energy LLC - Suc. Arge;;AGUADA DE CASTRO;;Locación pozos ACas101/102;Pozo ACas102;;;; ;AR73;;; ;Aislamiento de energías;Upstream;Neuquen;DZ;ADC;PRODUCCIÓN & MANTENIMIENTO;NQN-OPERACIONES;BATERIAS / POZOS;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;4219;07/12/2018;22:10:00;ACas 2018-12-07-Inst-D&C-Barrido de rosca de valvula actuada-Schlumberger;Durante bombeo de fractura N°1 se activa válvula Gorv provocando golpe de ariete sobre conexión de válvula actuada, momento donde se observa perdida de fluido entre mariposa y cuerpo de válvula, se detiene el bombeo y se cierra el pozo, solo se registran daños materiales.;5;5;X;1: Registrable;Sí;;;AGUADA DE CASTRO;;Locación pozos ACas 101(h)/102(h);;;;;;;;; ;Aislamiento de energías;Upstream;Neuquen;DZ;ADC;PERFORACIÓN & WO;NQN-DRILLING & COMPLETION;DRILLING & COMPLETION;COMPLETION;0;0;0;0;0;0;;
INSTALACIONES;26815;21/01/2020;09:00:00;Derrame en Linea de alta;"Se estaba circulando pozo cuando se observa fuga de lodo en línea de alta en el sector de bombas.-Se produce un derrame de 50 litros.-";;;;;;;;AGUADA DE CASTRO;;ACas 103 (h) - Sector Bomba de lodos;;;;;;;;; ; ;Upstream;Neuquen;DZ;ADC;Sin Asignar;NQN-DRILLING & COMPLETION;DRILLING & COMPLETION;PERFORACION;0;0;0;0;0;0;;
INSTALACIONES;35177;10/02/2020;09:00:00;Derrame en Sector de Bombas;"Durante la perforación se produce la rotura de la junta de expansión  en la expulsión de la sobre alimentadora de la bomba de lodo 3.-Derrame aproximado de 2 metros2.-Solo son daños materiales.-Se comenzó con las tareas de limpieza y saneamiento.-";;;;;;;;AGUADA DE CASTRO;;Sector de sobre alimentadora de bomba -ACas 103 (h);;;;;;;;; ; ;Upstream;Neuquen;DZ;ADC;Sin Asignar;NQN-DRILLING & COMPLETION;DRILLING & COMPLETION;PERFORACION;0;0;0;0;0;0;;
INSTALACIONES;1436;20/02/2018;18:30:00;2018-02-20-PC-Inst -Caída de Bomba de lodo-PAE 002;"Terminando de descargar bomba de lodo N°2 en DTM de equipo, con la mayor parte de la bomba apoyada sobre el suelo, se desacomoda eslinga de izaje del camión guinche y cae aproximadamente 20 centímetros.No hay personal afectado.-";6;5;X;1: Registrable;;;;POZO PVH-1489;;PVH-1489;;;;;;;;; ; ;Upstream;Golfo San Jorge;2;VHR;PERFORACIÓN & WO;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;PERFORACIÓN;PERFORACIÓN;0;0;0;0;0;0;;
VEHICULAR;2059;13/05/2018;21:45:00;2018-05-13-PC-CVM EX-Deslizamiento de vehículo pesado-Wenlen;Se informa que el camión interno 14 ingresando a locación donde opera equipo de WO, se desliza quedando cerca del un barranco. Sin daños materiales y sin personal afectado.;6;6;X;3: Excepción;;WENLEN SOCIEDAD ANONIMA;Se deslizó y quedo cerca del barranco ya que está cediendo el terreno.;POZO PVH-1492;;Camino de ingreso PVH-1492;Camion Int 14; ; ; ; ;;Desconocido;; ; ;Upstream;Golfo San Jorge;2;VHR;PERFORACIÓN & WO;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;COMPLETACIÓN Y WORKOVER;SERVICIOS AUXILIARES;-45;47;42;-68;31;56;;
INSTALACIONES;2818;01/08/2018;12:30:00;2018-08-01-PC-INST-Rotura vidrio puerta manipulador- DLS 157;Operario de manipulador telescópico se encontraba retirando caño conductor. Al retroceder con el manipulador, tenia el vidrio abierto y el mismo toca la escalera a boca de pozo produciendo la rotura de este.;5;5;X;2: No Registrable;;;;POZO PZ-1481;;PZ 1481;;;;;;;;; ; ;Upstream;Golfo San Jorge;3;ZRR;PERFORACIÓN & WO;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;PERFORACIÓN;PERFORACIÓN;-45;56;42;-68;32;16;;
INSTALACIONES;62255;07/10/2020;02:00:00;2020-10-06-GOP GAS-INST-Fuga de gas PCoi 8-PAE;En recorrida nocturna operador de planta al ingresar a la locación del pozo PCoi-8 detecta fuga de gas entre cabeza de pozo y válvula maestra.;4;4;X;1: Registrable;Sí;;;POZO PCOI-8;;Pozo Coiron 8;;;;;;;;PÉRDIDA DE GAS; ; ;Upstream;Golfo San Jorge;7;COI;PRODUCCIÓN & MANTENIMIENTO;GSJ-OPERACIONES;OPERACIONES DE GAS;OPERACIONES GAS FASE VI;0;0;0;0;0;0;;
INSTALACIONES;6340;27/06/2019;05:00:00;2019-06-27-INST-GOP I-Corte de estrobo PZ-1426-PAE;Al acudir al pozo por alarma de paro, se encuentra el estrobo cortado y cupla de vastago sobre rattigan. Como consecuencia, se deforma el vastago;5;5;X;1: Registrable;;Pan American Energy LLC - Suc. Arge;;POZO PZ-1426;;PZ-1426;Vastago deformado en pozo;;;; ;Cerro Dragón;;; ; ;Upstream;Golfo San Jorge;3;ZRR;PRODUCCIÓN & MANTENIMIENTO;GSJ-OPERACIONES;OPERACIONES I;OP I D.03;-45;56;32;-68;32;15;;
VEHICULAR;2707;23/07/2018;14:00:00;2018-07-23 PC-CVM O 8 NR-Impacto de camión guinche con cisterna-DLS 172;"Durante el montaje del Equipo en la nueva locación PAG 996, el camión guinche de la empresa JMB, durante una maniobra de retroceso colisiona con la estaquera derecha el camión cisterna de almacenamiento de gas oíl del equipo produciendo la perforación del tanque, generando un orificio de aproximadamente 20 cm y provocando el derrame de combustible en la locación.El chofer realiza la maniobra de retroceso para dar lugar al desplazamiento de la cargadora que se encontraba realizando tareas frente a camión guinche involucrado. Durante el retroceso quiso ubicarse en el espacio comprendido entre el tráiler comedor de personal de DTM y el camión cisterna.";58;5-8;X;2: No Registrable;Sí;DLS ARGENTINA LIMITED SUCURSAL;;POZO PAG-996; ;Locación PAG 996;Cisterna de combustible;;;; ;;;; ; ;Upstream;Golfo San Jorge;5;AGR;PERFORACIÓN & WO;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;PERFORACIÓN;PERFORACIÓN;-45;50;32;-69;0;8;;
INSTALACIONES;S8704;12/01/2018;;ROTURA CAÑERO ELECTRICO.;ROTURA DE CAÑERO ELECTRICO EN ZONA PARRAL OBRADORES EN TERMINAL CAMPANA - RIESGO DE CORTE DE CABLE;6;5;X;1: Registrable;;;;;;;;;;;;;;;;;Downstream;Distribución;DIS;DIS;DO-OPERACIONES;DO-OPERACIONES;OP - DISTRIBUCIÓN;TERMINAL CAMPANA;;;;;;;;
INSTALACIONES;S8698;18/01/2018;;Caída de columna de iluminación;Siendo las 13 hs se cae la columna de iluminación cerca del infla neumáticos producto de las fuertes ráfagas de viento y lluvia;6;5;X;1: Registrable;;;;;;;;;;;;;;;;;Downstream;AR;SFE;ROSA;OTROS;DO-COMERCIAL;CORS;CORS-ROSARIO SUR;;;;;;;;
VEHICULAR;S8701;16/01/2018;;DVA 01  EC MRT  Roce en ruta con rotura espejo lateral izquierdo;EC MRT circulaba por ruta N°11 cuando un camión térmico que venía de frente (sentido norte a sur) se le acerco demasiado y le choca el espejo sacándole partes del mismo. El chofer termina el viaje en Avellaneda, Santa Fe.;5;4;X;1: Registrable;;;;;;;;;;;;;;;;;Downstream;Tabasco;NO APLICA;NOAPLICA;OTROS;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;;;;;;;;;
INSTALACIONES;S6869;42770;5:00;Rotura de cableado sin tensión;Al intentar posicionar carga SCR (usina) con guinche petrolero durante DTM, no se advierte que las conexiones del mismo no estaban desvinculadas, al movilizar dicha carga se provoca la rotura de parte de material aislante de una de las conexiones del cabl;5;5;X;1: Registrable;;;;;;PVH-1439;;;;;;;;;;;Upstream;Golfo San Jorge;2;VALLE HERMOSO;Sin Asignar;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;PERFORACIÓN;PERFORACIÓN;;;;;;;;
INSTALACIONES;1373;03/02/2018;11:46:00;2018-02-03-PC-INST-Rotura de vastago de la valvula del golpeador-PAE 003;"En momentos de vinculación de manifold en el equipo, se 
detecta que el vástago de la válvula del golpeador se 
encontraba curvada por debajo del volante.";5;5;X;1: Registrable;;;;POZO PCD-1161;;PCD 1161 PAE 003;;;;;;;;; ; ;Upstream;Golfo San Jorge;1;CDR;PERFORACIÓN & WO;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;PERFORACIÓN;PERFORACIÓN;0;0;0;0;0;0;;
INSTALACIONES;1686;30/03/2018;19:00:00;2018 03 30-PC-Caída de núcleo-PAE 002;Se estaba realizando entubada de cañería de 5 ½ en 438 metros, cuando ingresaba la cañería dentro del pozo se escuchó un ruido, se detiene maniobra y al abrir las tapas de la cuña hidráulica se observa faltante del núcleo del medio de la cuña hidráulica (power slip);5;5;X;1: Registrable;;;;POZO PVH-1490;;Locación de equipo PAE 002 PVH 1490;;;;;;;;; ; ;Upstream;Golfo San Jorge;2;VHR;PERFORACIÓN & WO;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;PERFORACIÓN;PERFORACIÓN;0;0;0;0;0;0;;
INSTALACIONES;1437;21/02/2018;06:25:00;2018-02-21-PC-Inst-Principio de incendio en manipulador telescopico-DLS 171;Nos informan que al estar estibando sondeo con el sky Truck, comienza a salir humo y fuego del disco de freno del mismo, apagándolo y controlándolo con extintor de 10 kg.Sin personal afectado.;5;5;X;;;;;POZO PTP-1005;;Pozo TP-1005;;;;;;;;; ; ;Upstream;Golfo San Jorge;3;TPI;PERFORACIÓN & WO;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;PERFORACIÓN;PERFORACIÓN;0;0;0;0;0;0;;
INSTALACIONES;S8957;18/09/2018;;Caída de material de andamio;Se identifica caída de tablón de andamio tipo Layher sobre cañería de parral encima de D-406 al inicio de la tormenta donde se desarrollaron ráfagas de viento superiores a los 40 km/h.;6;5;X;1: Registrable;;;;;;;;;;;;;;;;;Downstream;CAR;CAR;CAR;DO-OPERACIONES;DO-OPERACIONES;OP - REFINERÍA;REFINERIA  -  AREA2;;;;;;;;
VEHICULAR;1220;12/01/2018;19:45:00;2018-01-12-PC-CVM EX-Choque a Camioneta-PAE 004;"Supervisor de Control de Sólido estaciona su camioneta (Int. 269) para descargar materiales, luego se retira del sitio para buscar al operador de CDS y al volver al sitio encuentra chocada la camioneta en el guardabarros delantero derecho.-
No se pudo establecer quien impactó a la camioneta.-";6;6;No Laboral;3: Excepción;;FIELD SERVICES ENTERPRISE S.A.;;POZO PLMS-969(D);;PLMS-969(D);Vehiculo Interno 269; ; ; ; ;;Rotura;; ; ;Upstream;Golfo San Jorge;8;LMS;PERFORACIÓN & WO;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;PERFORACIÓN;PERFORACIÓN;0;0;0;0;0;0;;
INSTALACIONES;1279;25/01/2018;14:20:00;2018-01-24-PC-Cuasi-Desplazamiento de barra Pipe Handler-PAE 004;En la maniobra de sacada, la barra de sondeo se encontraba en el embudo, se acciona en modo manual y sube el erector toma la barra de sondeo alojada en los embudo y al accionar para bajar la barra se cierra la bandera (traba del embudo - pipe reteiner) y provoca que se abran las pinzas por la palanca generada. La barra se desplaza sobre el pin quedando en el caballete y el extremo de la barra sobre el embudo.;6;5;X;2: No Registrable;;FIELD SERVICES ENTERPRISE S.A.;;POZO PLMS-969(D); ;Locación del equipo PAE 004 PLMS - 969 (d);Barra de Pipe Handler;;;; ;;;; ; ;Upstream;Golfo San Jorge;8;LMS;PERFORACIÓN & WO;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;PERFORACIÓN;PERFORACIÓN;0;0;0;0;0;0;;
INSTALACIONES;1687;30/03/2018;22:00:00;2018-03-30-PC-Rotura de tanque de aceite hidráulico del MT-PAE 005;Trasladando carga (sección C) desde el barcacho hacia un extremo de la locación, una vez depositada la carga al retroceder el Manipulador Telescópico golpea con el dispositivo de izaje (Percha gancho) en la zona del tanque de aceite hidráulico.;5;5;X;1: Registrable;;FIELD SERVICES ENTERPRISE S.A.;;POZO PTP-1006; ;Locación del equipo PAE 005 PTP 1006;Manipulador Telescópico;;;; ;;;; ; ;Upstream;Golfo San Jorge;3;TPI;PERFORACIÓN & WO;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;PERFORACIÓN;PERFORACIÓN;0;0;0;0;0;0;;
VEHICULAR;2680;20/07/2018;18:12:00;2018-07-20 PC-CVM Ex-Impacto a carreton de equipo-VDS;"""El chofer, al finalizar la tarea en el Equipo VV51, con el interno 245 (Tractor) 914 (Cisterna), y al encontrarse la salida de la locación en mal estado, realiza dos intentos para trepar la pendiente y queda patinando. Por lo que, al patinar en el segundo intento, decide suspender los intentos hasta que llegue maquinaria vial. Al retroceder en forma recta (para no cruzarse en el camino) para ubicar el tractor/cisterna en mejor posición para la circulación de vehículos, golpea el extremo superior de un carretón desplazándolo pocos cms.Información adicional: la máquina había sido solicitada por Jefe de Equipo con anterioridad al evento. El lodo transportado, no fue recibido en el Equipo.""                                                                                    ";6;6;X;3: Excepción;;VIENTOS DEL SUR SOCIEDAD DE RE;;ESTACA PVH-1499;;Control de sólidos;Interno 245 (Tractor) 914 (Cisterna); ; ; ; ;;Colisión;; ;Seguridad vehicular;Upstream;Golfo San Jorge;2;VHR;PERFORACIÓN & WO;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;PERFORACIÓN;NO APLICA;-45;46;53;-68;29;23;;
VEHICULAR;6227;14/06/2019;13:04:00;2019-06-14-PI-CVM EX-Vehiculo encajado-MAXICON;"El int 672 equipo de vacío se dirija hacia el
equipo DLS 338 ubicado en yacimiento Los Jorges cuando al cicular por laguna para ingresar al equipo el terreno cede quedando el vehículo encajado.";6;6;X;3: Excepción;;MAXICON SOCIEDAD DE RESPONSABI;;POZO PJ-835;;Aproximadamente a 500 mts del pozo Jorge 835;Int 672; ; ; ; ;;Otros;; ;Seguridad vehicular;Upstream;Golfo San Jorge;8;JRG;OTROS;GSJ-PROGRAMACIÓN OPERATIVA & CONTROL DE GESTIÓN;OPC;NO APLICA;-45;56;2;-68;21;15;;
INSTALACIONES;6591;23/05/2019;06:44:00;2019-05-23-PC-INST-Corte de cable por pistoneo-DLS 335;Durante ensayo por pistoneo, se corta cable, arriba de la flauta, se recupera barra con circulación, sin daños personales.;5;5;X;1: Registrable;;DLS ARGENTINA LIMITED SUCURSAL;;POZO PLF-896; ;PLF 896;Cable de pistoneo;;;; ;;;; ; ;Upstream;Golfo San Jorge;2;LFL;PERFORACIÓN & WO;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;COMPLETACIÓN Y WORKOVER;COMPLETACIÓN Y WORKOVER;-45;39;59;-68;37;20;;
INSTALACIONES;4052;20/11/2018;21:00:00;2018-11-21-PC-Inst-Corte de cable de pistoneo-DLS 340;Realizando ensayo de pozo por pistoneo, recuperando 2ra carrera se corta cable de pistoneo, quedando enganchado para recuperar cable. Sin personal afectado.;5;5;X;1: Registrable;;DLS ARGENTINA LIMITED SUCURSAL;;POZO PLP-823; ;PLP-823;Cable de pistoneo;;;; ;;;; ; ;Upstream;Golfo San Jorge;1;LPE;PERFORACIÓN & WO;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;COMPLETACIÓN Y WORKOVER;COMPLETACIÓN Y WORKOVER;0;0;0;0;0;0;;
INSTALACIONES;24959;31/12/2019;08:04:00;2019-12-31-PC-CUASI-Deslizamiento de pileta desde el camión guinche-DLS 173;Luego de levantar pileta sobre el guinche, el chofer procede a maniobrar hacia adelante para posicionarse y colocar carga sobre carretón. En dicho instante la cubierta derecha trasera de guinche se hunde en el terreno (sobre la linea de agua para las piletas), provocando que se deslice la carga y  apoye el extremo del patin en el suelo. El otro extremo de la pileta queda sobre el guinche y ambos inclinados.;6;5;X;1: Registrable;Sí;DLS ARGENTINA LIMITED SUCURSAL;;ESTACA PO-1232; ;PO - 1232;Pileta de equipo;;;; ;;;; ; ;Upstream;Golfo San Jorge;9;ORI;PERFORACIÓN & WO;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;PERFORACIÓN;PERFORACIÓN;-45;57;14;-68;35;43;;
INSTALACIONES;174300;03/08/2022;18:00:00;ECh 2022-08-03-O&M-Ambiental-Derrame de petróleo por empaquetadura AIB-PAE;Durante recorrida se detecta derrame en pozo PAE.Nq.ECh-103(h) originado por rotura de empaquetadura por alta presión.;5;4;X;1: Registrable;Sí;PAN AMERICAN ENERGY, S.L., SUC. ARG;;POZO ECH-103(H); ;Locación de pozo ECh-103(h);Empaquetadura;;;; ;;;LIBERACIÓN DE PRESIÓN, PROYECCIÓN DE FLUIDO/OBJETO;Otros;No aplica;Upstream;Neuquen;1;CHA;PRODUCCIÓN & MANTENIMIENTO;NQN-OPERACIONES;BATERIAS / POZOS;NO APLICA;-38;35;1;-68;25;60;;
